,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
694,Montenegro,2016,5.161,88,Central and Eastern Europe,5.304066181,9.841679573,0.865743697,66.69999695,0.568633676,-0.091130361,0.848966599,0.547315359,0.336675465
695,Montenegro,2017,5.237,83,Central and Eastern Europe,5.614798546,9.887653351,0.881199837,66.80000305,0.625906289,-0.086646661,0.755680025,0.493103802,0.349785089
696,Montenegro,2018,5.347,81,Central and Eastern Europe,5.650189877,9.937419891,0.855979621,66.90000153,0.626431286,-0.054822855,0.768922508,0.527320683,0.354935259
697,Montenegro,2019,5.523,73,Central and Eastern Europe,5.386024952,9.977564812,0.831624925,67.0,0.694162488,-0.108958878,0.81999737,0.546632111,0.365958124
698,Montenegro,2020,5.546,72,Central and Eastern Europe,5.722162724,9.812590599,0.887129486,67.09999847,0.801855087,0.06348329,0.844687104,0.560456812,0.411377817
699,Morocco,2013,4.885,99,Middle East and North Africa,5.142160416,8.756592751,0.597165704,62.97999954,0.571629941,-0.207794234,0.771112204,0.707146108,0.239409268
700,Morocco,2015,5.013,92,Middle East and North Africa,5.163156986,8.947375298,0.605917633,63.29999924,0.712933421,-0.235815093,0.841856956,0.596332312,0.261803716
701,Morocco,2016,5.151,90,Middle East and North Africa,5.38630724,8.94012928,0.655409336,63.40000153,0.816556096,-0.245281562,0.717356145,0.658135533,0.205413148
702,Morocco,2017,5.235,84,Middle East and North Africa,5.312482834,8.977351189,0.641193092,63.5,0.814258039,-0.224310145,0.840502441,0.50060904,0.322715908
703,Morocco,2018,5.254,85,Middle East and North Africa,4.896791935,8.996167183,0.553759754,63.59999847,0.773180425,-0.243001193,0.843172729,0.574673593,0.415981561
704,Morocco,2019,5.208,89,Middle East and North Africa,5.056751728,9.014033318,0.534804046,63.70000076,0.756747842,-0.253495485,0.756867409,0.534888625,0.409911573
705,Morocco,2020,5.095,97,Middle East and North Africa,4.80261755,8.928771973,0.552520096,63.79999924,0.818995237,-0.235434562,0.802740276,0.548124075,0.256431192
706,Morocco,2021,4.918,106,Middle East and North Africa,5.326248646,8.994469643,0.504563928,63.90000153,0.761806488,-0.201621071,0.817366838,0.554495931,0.340848327
707,Morocco,2022,5.06,100,Middle East and North Africa,4.596093178,8.995898247,0.563577652,64.0,0.794705212,-0.25410822,0.802137673,0.57286942,0.414216459
708,Mozambique,2015,4.971,94,Sub-Saharan Africa,4.549767494,7.148315907,0.665858209,48.59999847,0.813229263,0.086979166,0.631573498,0.560135126,0.339584351
709,Mozambique,2017,4.55,113,Sub-Saharan Africa,4.279863358,7.160251617,0.678463697,49.5,0.822670519,-0.031394843,0.682108939,0.6419999,0.353176504
710,Mozambique,2018,4.417,123,Sub-Saharan Africa,4.653713703,7.16464138,0.738480449,49.95000076,0.896621585,0.047143135,0.691220403,0.62029469,0.397278726
711,Mozambique,2019,4.466,123,Sub-Saharan Africa,4.932132721,7.158658028,0.742303729,50.40000153,0.869810224,0.071251377,0.681900442,0.587998033,0.384122759
712,Mozambique,2021,4.794,115,Sub-Saharan Africa,5.178486824,7.112137318,0.664022684,51.29999924,0.838100493,0.046138112,0.62746644,0.575794935,0.383462697
713,Mozambique,2022,5.048,101,Sub-Saharan Africa,4.739677429,7.120275497,0.710699916,51.75,0.884088099,0.047219496,0.687821686,0.628598392,0.350687921
714,Myanmar,2013,4.439,121,Southeast Asia,4.175670624,8.134365082,0.75672549,58.63999939,0.775447607,0.694116473,0.637765765,0.675413072,0.217310622
715,Myanmar,2015,4.307,129,Southeast Asia,4.223846436,8.229056358,0.752064288,59.59999847,0.80797106,0.69470036,0.633305192,0.729088902,0.271750778
716,Myanmar,2016,4.395,119,Southeast Asia,4.623119831,8.321070671,0.793461978,59.92499924,0.877491176,0.683419466,0.607286572,0.671309054,0.301501393
717,Myanmar,2017,4.545,114,Southeast Asia,4.154341698,8.369377136,0.795183837,60.25,0.886011839,0.65449208,0.618821502,0.616757214,0.282285541
718,Myanmar,2018,4.308,130,Southeast Asia,4.410633087,8.424262047,0.773825943,60.57500076,0.906110823,0.495101869,0.646725893,0.640497804,0.300140351
719,Myanmar,2019,4.36,131,Southeast Asia,4.43423748,8.482505798,0.762994885,60.90000153,0.899064302,0.563264906,0.681795835,0.638367534,0.285576224
720,Myanmar,2020,4.308,133,Southeast Asia,4.431364059,8.506555557,0.795763254,61.22499847,0.824870706,0.471267819,0.646702111,0.699925065,0.289218217
721,Myanmar,2021,4.426,126,Southeast Asia,4.314039707,8.302172661,0.779576421,61.54999924,0.631394386,0.511372387,0.671063483,0.636049151,0.267805815
722,Namibia,2017,4.574,111,Sub-Saharan Africa,4.441306114,9.243317604,0.82833904,55.34999847,0.810401857,-0.195031375,0.831302881,0.697479606,0.277252167
723,Namibia,2018,4.441,119,Sub-Saharan Africa,4.834087849,9.236609459,0.864214778,55.72499847,0.75390476,-0.174188748,0.845942497,0.696077943,0.240249082
724,Namibia,2019,4.639,113,Sub-Saharan Africa,4.435811043,9.211297989,0.844592154,56.09999847,0.739034534,-0.179359481,0.879070699,0.643716514,0.256160736
725,Namibia,2020,4.571,122,Sub-Saharan Africa,4.451010227,9.110319138,0.740570307,56.47499847,0.665681958,-0.107202545,0.810354829,0.652413011,0.247542083
726,Namibia,2021,4.574,124,Sub-Saharan Africa,4.491207123,9.120174408,0.80780077,56.84999847,0.658505261,-0.149577275,0.828966737,0.643536866,0.230259106
727,Namibia,2022,4.459,124,Sub-Saharan Africa,4.948962688,9.131615639,0.807958961,57.22499847,0.6825279,-0.119649537,0.848729193,0.675756395,0.261423469
728,Nepal,2013,4.156,135,South Asia,4.604576588,8.000445366,0.740098953,60.08000183,0.72226578,0.140699059,0.877340496,0.495773941,0.279263556
729,Nepal,2015,4.514,121,South Asia,4.812436581,8.089492798,0.74761188,60.20000076,0.763447225,0.217327312,0.823508382,0.444045782,0.358234376
730,Nepal,2016,4.793,107,South Asia,5.099539757,8.084770203,0.837043643,60.47499847,0.839488447,0.158348456,0.81711489,0.523476124,0.369661748
731,Nepal,2017,4.962,99,South Asia,4.736692429,8.159239769,0.816383302,60.75,0.84514761,0.122933917,0.770177126,0.462730408,0.375977933
732,Nepal,2018,4.88,101,South Asia,4.910086632,8.221292496,0.768335521,61.02500153,0.770093679,0.110457495,0.741752803,0.457212508,0.386792421
733,Nepal,2019,4.913,100,South Asia,5.448724747,8.274377823,0.772273064,61.29999924,0.790347695,0.154957801,0.711842477,0.443902969,0.357100308
734,Nepal,2020,5.137,92,South Asia,5.982410431,8.232653618,0.787215233,61.57500076,0.771715939,0.137670934,0.811892331,0.479671746,0.336939007
735,Nepal,2021,5.269,87,South Asia,4.622300148,8.25112915,0.698646426,61.84999847,0.817544639,0.147184625,0.769947886,0.414381087,0.35387665
736,Nepal,2022,5.377,84,South Asia,5.47417593,8.28515625,0.753276348,62.125,0.844221771,0.153193608,0.760407746,0.472944528,0.341525853
737,Netherlands,2013,7.512,4,Western Europe,7.406550407,10.85205364,0.924705446,71.01999664,0.918995857,0.30050984,0.504529953,0.764698267,0.23544322
738,Netherlands,2015,7.378,7,Western Europe,7.324437141,10.87755871,0.879010439,71.09999847,0.903978765,0.257405758,0.41182211,0.742387831,0.202128634
739,Netherlands,2016,7.339,7,Western Europe,7.540877342,10.89391708,0.925944209,71.17500305,0.907310009,0.234609216,0.43330425,0.73700738,0.214850739
740,Netherlands,2017,7.377,6,Western Europe,7.458965302,10.91669846,0.936501324,71.25,0.920319736,0.246365696,0.363133639,0.729161143,0.184519842
741,Netherlands,2018,7.441,6,Western Europe,7.463097095,10.93419456,0.939443171,71.32499695,0.919985175,0.157564297,0.370557785,0.747976542,0.204794183
742,Netherlands,2019,7.488,5,Western Europe,7.42526865,10.94701099,0.941477478,71.40000153,0.88559252,0.208546594,0.360068113,0.728164434,0.230502278
743,Netherlands,2020,7.449,6,Western Europe,7.504447937,10.90181923,0.943956137,71.47499847,0.934522629,0.146807,0.280604511,0.690658092,0.246511325
744,Netherlands,2021,7.464,5,Western Europe,7.314151287,10.94407082,0.918759406,71.55000305,0.85629344,0.267292023,0.396572888,0.714353323,0.201159164
745,Netherlands,2022,7.415,5,Western Europe,7.38963604,10.980937,0.928908408,71.625,0.868093491,0.224343896,0.459351808,0.711127639,0.198002592
746,New Zealand,2013,7.221,13,North America and ANZ,7.280151844,10.584589,0.958153486,69.86000061,0.944000423,0.231904894,0.312235802,0.777919173,0.151396915
747,New Zealand,2015,7.286,9,North America and ANZ,7.418120861,10.62182236,0.98734349,69.90000153,0.941784263,0.324307948,0.185888708,0.7945081,0.159829989
748,New Zealand,2016,7.334,8,North America and ANZ,7.225687981,10.63634491,0.93660289,69.97499847,0.926576018,0.260531038,0.278270781,0.776531398,0.207413629
749,New Zealand,2017,7.314,8,North America and ANZ,7.32718277,10.65061474,0.95492065,70.05000305,0.942279458,0.288717002,0.221887484,0.762818158,0.171716571
750,New Zealand,2018,7.324,8,North America and ANZ,7.370285988,10.66574287,0.953862727,70.125,0.94930017,0.115251094,0.206580222,0.785058856,0.16795145
751,New Zealand,2019,7.307,8,North America and ANZ,7.205174446,10.67151928,0.938821197,70.19999695,0.912042379,0.152174622,0.233831227,0.765042603,0.19117637
752,New Zealand,2020,7.3,8,North America and ANZ,7.257381916,10.63686562,0.951990783,70.27500153,0.918154597,0.118488289,0.282767951,0.795894742,0.208541051
753,New Zealand,2021,7.277,9,North America and ANZ,7.13670063,10.66698742,0.949832201,70.34999847,0.910249829,0.219179839,0.252423555,0.747143626,0.206175357
754,New Zealand,2022,7.2,10,North America and ANZ,6.974986553,10.68169308,0.955588818,70.42500305,0.830677867,0.1867235,0.280524433,0.706345737,0.210213482
755,Nicaragua,2013,5.507,65,Latin America and Caribbean,5.772274971,8.559204102,0.868216038,65.0,0.859149039,0.037440754,0.636246741,0.799891829,0.270609558
756,Nicaragua,2015,5.828,57,Latin America and Caribbean,5.924112797,8.623893738,0.826908529,65.19999695,0.809259176,0.075562447,0.727998376,0.771062553,0.345594645
757,Nicaragua,2016,5.992,48,Latin America and Caribbean,6.012739658,8.654230118,0.852702439,65.27500153,0.716534257,0.037869927,0.731464922,0.786971927,0.380347282
758,Nicaragua,2017,6.071,43,Latin America and Caribbean,6.476356506,8.685310364,0.83804369,65.34999847,0.922162771,0.008711821,0.672963321,0.793321192,0.308447897
759,Nicaragua,2018,6.141,41,Latin America and Caribbean,5.81895256,8.637042999,0.854276538,65.42500305,0.797056854,0.007334274,0.712824762,0.742867589,0.408349842
760,Nicaragua,2019,6.105,45,Latin America and Caribbean,6.112545013,8.584662437,0.873863935,65.5,0.882678449,0.027582021,0.62198174,0.790255427,0.337012976
761,Nicaragua,2020,6.137,46,Latin America and Caribbean,6.28689003,8.552893639,0.855702758,65.57499695,0.817625225,0.040343624,0.631003439,0.775327206,0.315903068
762,Nicaragua,2021,5.972,55,Latin America and Caribbean,6.095348835,8.637417793,0.848263025,65.65000153,0.904980481,0.023330038,0.674668729,0.798928738,0.292643428
763,Nicaragua,2022,6.165,45,Latin America and Caribbean,6.39225769,8.664050102,0.844041824,65.72499847,0.913993657,-0.001197587,0.570191979,0.787344217,0.338743955
764,Niger,2013,4.152,136,Sub-Saharan Africa,3.716329813,6.993816376,0.695813596,53.22000122,0.825387061,-0.077934362,0.710963428,0.639400542,0.208130196
765,Niger,2015,3.845,144,Sub-Saharan Africa,3.671453714,7.025013924,0.713019609,54.09999847,0.728128314,-0.032866538,0.702549696,0.664707303,0.218422577
766,Niger,2016,3.856,142,Sub-Saharan Africa,4.234645844,7.042164326,0.682828248,54.45000076,0.701927304,-0.016512172,0.814493895,0.646426618,0.325441957
767,Niger,2017,4.028,135,Sub-Saharan Africa,4.615673542,7.052698135,0.582109571,54.79999924,0.68355757,-0.031041803,0.777660012,0.698577642,0.426522374
768,Niger,2018,4.166,134,Sub-Saharan Africa,5.164007187,7.084448814,0.612025678,55.15000153,0.790665627,0.007915767,0.637166798,0.758703887,0.502554536
769,Niger,2019,4.628,114,Sub-Saharan Africa,5.003544331,7.104510307,0.67695874,55.5,0.83136189,0.024871085,0.728855133,0.79381007,0.304438263
770,Niger,2022,5.003,104,Sub-Saharan Africa,4.501331329,7.090983391,0.586930454,56.54999924,0.792574704,0.032293987,0.740086973,0.786504447,0.366278619
771,Nigeria,2013,5.248,82,Sub-Saharan Africa,4.81786871,8.563854218,0.662943304,52.45999908,0.621587694,0.049351502,0.905309319,0.651861787,0.286345929
772,Nigeria,2015,5.268,78,Sub-Saharan Africa,4.932914734,8.599528313,0.811647654,53.09999847,0.680470288,-0.03668971,0.926109254,0.714879394,0.25118956
773,Nigeria,2016,4.875,103,Sub-Saharan Africa,5.219567776,8.558156967,0.804766953,53.42499924,0.797690511,0.041710131,0.904706836,0.745246053,0.2518363
774,Nigeria,2017,5.074,95,Sub-Saharan Africa,5.321928024,8.540910721,0.733468533,53.75,0.825905561,0.122913167,0.834891975,0.682211101,0.235968769
775,Nigeria,2018,5.155,91,Sub-Saharan Africa,5.252288342,8.534989357,0.740854204,54.07500076,0.789881051,-0.011638634,0.865602672,0.761656404,0.256469876
776,Nigeria,2019,5.265,85,Sub-Saharan Africa,4.266484261,8.532351494,0.734995186,54.40000153,0.746269286,0.021866294,0.873035729,0.698242903,0.229003847
777,Nigeria,2020,4.724,115,Sub-Saharan Africa,5.502948284,8.489839554,0.739289463,54.72499847,0.713061512,0.096645422,0.912774444,0.737175941,0.315886825
778,Nigeria,2021,4.759,116,Sub-Saharan Africa,4.47926569,8.501598358,0.741560102,55.04999924,0.725732863,0.05000848,0.911945105,0.666297317,0.188105255
779,North Macedonia,2013,4.574,118,Central and Eastern Europe,5.186190605,9.554741859,0.832253754,65.13999939,0.640952647,0.020365,0.860541105,0.521264255,0.330875665
780,North Macedonia,2015,5.007,93,Central and Eastern Europe,4.975589752,9.625226974,0.766368151,65.30000305,0.660318911,-0.050758671,0.824178994,0.550810456,0.299022079
781,North Macedonia,2016,5.121,95,Central and Eastern Europe,5.34574604,9.652217865,0.871212244,65.5,0.706179321,0.075623147,0.869719028,0.587329805,0.292294681
782,North Macedonia,2017,5.175,92,Central and Eastern Europe,5.233866692,9.662007332,0.79995513,65.69999695,0.752106607,-0.062972344,0.855697274,0.446869999,0.299390584
783,North Macedonia,2018,5.185,89,Central and Eastern Europe,5.239834785,9.689579964,0.84891516,65.90000153,0.744800925,-0.045637872,0.909934342,0.511837602,0.298352867
784,North Macedonia,2019,5.274,84,Central and Eastern Europe,5.015485287,9.727708817,0.814638495,66.09999847,0.724710405,0.019857395,0.922597229,0.515054047,0.303605884
785,North Macedonia,2020,5.16,90,Central and Eastern Europe,5.053664207,9.666660309,0.750374198,66.30000305,0.787284732,0.129589304,0.877421141,0.541942358,0.365126073
786,North Macedonia,2021,5.101,94,Central and Eastern Europe,5.534749985,9.709133148,0.808856964,66.5,0.79296577,0.19125995,0.884325325,0.563352823,0.303365707
787,North Macedonia,2022,5.199,89,Central and Eastern Europe,5.166881561,9.73342514,0.849509358,66.69999695,0.72308898,0.071886517,0.93721509,0.554965317,0.277090907
788,Norway,2015,7.522,4,Western Europe,7.603433609,11.0506916,0.946833968,71.19999695,0.947620511,0.251130641,0.298814356,0.796320975,0.209409878
789,Norway,2016,7.498,4,Western Europe,7.596331596,11.05254078,0.959742844,71.25,0.954352319,0.12709035,0.409666121,0.809430182,0.209262192
790,Norway,2017,7.537,1,Western Europe,7.578744888,11.06743145,0.950127661,71.30000305,0.953016818,0.230604947,0.249711379,0.800106227,0.202913806
791,Norway,2018,7.594,2,Western Europe,7.444262028,11.07195663,0.965961933,71.34999847,0.960429013,0.088390358,0.268201441,0.78560704,0.21186237
792,Norway,2019,7.554,3,Western Europe,7.442139626,11.07263565,0.941784024,71.40000153,0.954044461,0.105307363,0.270571798,0.781727433,0.195486501
793,Norway,2020,7.488,5,Western Europe,7.290032387,11.05955124,0.955979943,71.44999695,0.964561105,0.069376923,0.271083295,0.777274728,0.216033921
794,Norway,2021,7.392,6,Western Europe,7.361573696,11.09227848,0.947877407,71.5,0.936379194,0.167681649,0.263276964,0.769433558,0.20719704
795,Norway,2022,7.365,8,Western Europe,7.294604301,11.1112957,0.92657131,71.55000305,0.939022839,0.184594572,0.314442098,0.758709848,0.211092442
796,Pakistan,2013,5.292,81,South Asia,5.138082504,8.358598709,0.607087076,55.27999878,0.447909594,0.093922131,0.791835248,0.474416286,0.273709893
797,Pakistan,2015,5.194,81,South Asia,4.823194981,8.423455238,0.561720133,55.79999924,0.586546242,0.078667432,0.716641188,0.469451874,0.328646719
798,Pakistan,2016,5.132,92,South Asia,5.548508167,8.465209007,0.626921296,56.07500076,0.634182811,0.087437429,0.79253006,0.502840996,0.33161667
799,Pakistan,2017,5.269,80,South Asia,5.830870628,8.495299339,0.690263569,56.34999847,0.712657094,0.038073882,0.713928223,0.488859296,0.308341086
800,Pakistan,2018,5.472,75,South Asia,5.471553802,8.539626122,0.685059488,56.625,0.77256912,0.061125979,0.798841655,0.469722837,0.376706064
801,Pakistan,2019,5.653,67,South Asia,4.442717552,8.548215866,0.617295742,56.90000153,0.684675574,0.114548564,0.775998056,0.488940775,0.424240083
802,Pakistan,2020,5.693,66,South Asia,4.623969078,8.518063545,0.594273567,57.17499924,0.767367244,0.005707503,0.832585573,0.470246613,0.375722438
803,Pakistan,2021,4.934,105,South Asia,4.486834526,8.562576294,0.608395636,57.45000076,0.763992071,0.009923469,0.742719173,0.517665982,0.307363391
804,Panama,2013,7.143,15,Latin America and Caribbean,6.86648035,10.18779659,0.895719826,67.98000336,0.811337948,0.014273376,0.814464629,0.859786928,0.225745514
805,Panama,2015,6.786,25,Latin America and Caribbean,6.605550289,10.25811291,0.88261503,68.30000305,0.846669197,-0.011002043,0.809942901,0.777305126,0.263825864
806,Panama,2016,6.701,25,Latin America and Caribbean,6.117638111,10.28911209,0.882460237,68.40000153,0.884479761,-0.106509373,0.836976767,0.812744737,0.244131789
807,Panama,2017,6.452,30,Latin America and Caribbean,6.567658901,10.3263464,0.911904812,68.5,0.899573505,-0.173644096,0.840777099,0.795368135,0.242319331
808,Panama,2018,6.43,27,Latin America and Caribbean,6.281434059,10.34578705,0.904389799,68.59999847,0.861448109,-0.134812459,0.83693099,0.840996861,0.222598746
809,Panama,2019,6.321,31,Latin America and Caribbean,6.085955143,10.35912609,0.885721385,68.69999695,0.882961094,-0.203115135,0.868827522,0.840836167,0.243566602
810,Panama,2021,6.18,41,Latin America and Caribbean,6.552778721,10.2763586,0.898621261,68.90000153,0.810681999,-0.146257266,0.861062586,0.834382474,0.217544228
811,Panama,2022,6.309,37,Latin America and Caribbean,5.979382038,10.33345413,0.891045928,69.0,0.89932853,-0.120660797,0.886835337,0.820656359,0.259239286
812,Paraguay,2013,5.779,54,Latin America and Caribbean,5.936240673,9.405164719,0.938647211,65.44000244,0.908905864,0.036824789,0.902550995,0.873760998,0.223824456
813,Paraguay,2015,5.878,53,Latin America and Caribbean,5.559724331,9.457676888,0.914199054,65.59999847,0.806124747,-0.016516497,0.862888277,0.831519663,0.218508467
814,Paraguay,2016,5.538,70,Latin America and Caribbean,5.801380157,9.485220909,0.93986696,65.65000153,0.853534281,-0.079839841,0.756116271,0.833231986,0.197176188
815,Paraguay,2017,5.493,70,Latin America and Caribbean,5.71329546,9.51813221,0.902042508,65.69999695,0.891171455,-0.005620983,0.809900761,0.820329726,0.231783673
816,Paraguay,2019,5.743,63,Latin America and Caribbean,5.652625561,9.518539429,0.892487168,65.80000305,0.876052618,0.019861795,0.881786108,0.790478528,0.275186718
817,Paraguay,2020,5.692,67,Latin America and Caribbean,5.501248837,9.49682045,0.906508625,65.84999847,0.865221083,0.056183871,0.828658342,0.766731083,0.269218802
818,Paraguay,2021,5.653,71,Latin America and Caribbean,5.575535297,9.524250031,0.907541871,65.90000153,0.887960792,0.016907537,0.856721044,0.806078374,0.248322532
819,Paraguay,2022,5.578,73,Latin America and Caribbean,6.137611866,9.508264542,0.89949137,65.94999695,0.921780527,-0.011156131,0.839272022,0.820756733,0.237517416
820,Peru,2013,5.776,55,Latin America and Caribbean,5.782557487,9.360538483,0.796768486,68.27999878,0.703041255,-0.068572894,0.869899273,0.74146831,0.390038222
821,Peru,2015,5.824,58,Latin America and Caribbean,5.577263355,9.39392662,0.798418343,68.80000305,0.802269042,-0.092555217,0.883730412,0.743743539,0.37830466
822,Peru,2016,5.743,64,Latin America and Caribbean,5.700628757,9.419086456,0.802856445,68.97499847,0.829843879,-0.13672325,0.86591959,0.791096807,0.338006854
823,Peru,2017,5.715,63,Latin America and Caribbean,5.710936546,9.428893089,0.830123365,69.15000153,0.826552153,-0.157149538,0.895384133,0.767763197,0.393873721
824,Peru,2018,5.663,65,Latin America and Caribbean,5.679661274,9.44906044,0.84530139,69.32499695,0.829641998,-0.181171566,0.906244636,0.783017695,0.380032867
825,Peru,2019,5.697,65,Latin America and Caribbean,5.999381542,9.452122688,0.809075952,69.5,0.814805925,-0.132277295,0.873601913,0.793809652,0.374985486
826,Peru,2020,5.797,63,Latin America and Caribbean,4.994379044,9.321605682,0.748887837,69.67500305,0.805973649,-0.091480441,0.911601484,0.736464798,0.481483608
827,Peru,2021,5.84,63,Latin America and Caribbean,5.694317818,9.43465519,0.818539441,69.84999847,0.811777532,-0.08730986,0.879913747,0.783769429,0.368650228
828,Peru,2022,5.559,74,Latin America and Caribbean,5.892068863,9.448805809,0.822743475,70.02500153,0.764267087,-0.177565202,0.88399142,0.755063951,0.378050268
829,Philippines,2013,4.985,92,Southeast Asia,4.976925373,8.796467781,0.846413136,61.77999878,0.907458425,0.019095086,0.756388545,0.795774877,0.331957966
830,Philippines,2015,5.073,90,Southeast Asia,5.547489166,8.886696815,0.853588581,61.90000153,0.911533594,-0.053213272,0.755191565,0.796321929,0.350587666
831,Philippines,2016,5.279,82,Southeast Asia,5.430832863,8.938013077,0.821298718,61.92499924,0.907595754,-0.073148958,0.791962206,0.807433665,0.290232718
832,Philippines,2017,5.43,72,Southeast Asia,5.594270229,8.987416267,0.851028562,61.95000076,0.925703108,-0.143116161,0.711165547,0.753483713,0.340621501
833,Philippines,2018,5.524,71,Southeast Asia,5.869172573,9.031899452,0.845803261,61.97499847,0.917808175,-0.109501414,0.726483345,0.75618434,0.393481076
834,Philippines,2019,5.631,69,Southeast Asia,6.267745018,9.074733734,0.84509474,62.0,0.909598589,-0.084004894,0.748442113,0.764526367,0.340569496
835,Philippines,2020,6.006,52,Southeast Asia,5.079585075,8.958444595,0.781140387,62.02500153,0.932041705,-0.110944264,0.744283676,0.792735636,0.326889008
836,Philippines,2021,5.88,61,Southeast Asia,5.96505785,8.99896431,0.778192103,62.04999924,0.905275464,-0.008972425,0.72116226,0.789731145,0.322941482
837,Poland,2013,5.822,51,Central and Eastern Europe,5.746131897,10.14605427,0.911934912,67.63999939,0.775931358,-0.13967891,0.915677428,0.674865067,0.241980955
838,Poland,2015,5.791,60,Central and Eastern Europe,6.007021904,10.22802067,0.893090427,68.0,0.793462157,-0.096320622,0.810096323,0.630626798,0.240432039
839,Poland,2016,5.835,58,Central and Eastern Europe,6.162076473,10.25755787,0.91739881,68.17500305,0.870707512,-0.0941898,0.847753942,0.665538013,0.223536044
840,Poland,2017,5.973,46,Central and Eastern Europe,6.201268196,10.30755615,0.881854117,68.34999847,0.830842614,-0.125195861,0.639479935,0.565854669,0.203387797
841,Poland,2018,6.123,42,Central and Eastern Europe,6.111485004,10.36530972,0.863444209,68.52500153,0.870215118,-0.258324355,0.720451355,0.622175872,0.176010624
842,Poland,2019,6.182,40,Central and Eastern Europe,6.24209404,10.40909195,0.878268242,68.69999695,0.882885754,-0.234856516,0.696057379,0.612847447,0.168089688
843,Poland,2020,6.186,43,Central and Eastern Europe,6.139455318,10.39043522,0.95317173,68.875,0.767428696,-0.011896272,0.786873639,0.677396119,0.328937918
844,Poland,2021,6.166,44,Central and Eastern Europe,5.978068829,10.46068668,0.935534835,69.05000305,0.731805563,0.123874821,0.743913174,0.699575484,0.277231276
845,Poland,2022,6.123,48,Central and Eastern Europe,6.666265011,10.50880241,0.886446774,69.22499847,0.800018609,-0.206587344,0.667024732,0.593892157,0.140165836
846,Portugal,2013,5.101,85,Western Europe,5.157688141,10.31038094,0.867180824,70.01999664,0.78803277,-0.122254021,0.946257353,0.664723635,0.347898155
847,Portugal,2015,5.102,88,Western Europe,5.080866337,10.34556675,0.866213858,70.5,0.800440311,-0.166943058,0.941050768,0.629159272,0.370736867
848,Portugal,2016,5.123,94,Western Europe,5.446637154,10.36871529,0.90463537,70.625,0.83806932,-0.22914277,0.922192395,0.659148574,0.326252729
849,Portugal,2017,5.195,89,Western Europe,5.711499214,10.40561676,0.899984837,70.75,0.905065656,-0.179761603,0.880970538,0.607893229,0.294272572
850,Portugal,2018,5.41,77,Western Europe,5.919822693,10.43531322,0.887113273,70.875,0.877404213,-0.265426725,0.87972784,0.645731986,0.317994744
851,Portugal,2019,5.693,66,Western Europe,6.095473289,10.46154976,0.876082599,71.0,0.8823511,-0.238181174,0.915165603,0.675313532,0.299874753
852,Portugal,2020,5.911,59,Western Europe,5.767792225,10.3738451,0.874990344,71.125,0.91313076,-0.242256343,0.867157161,0.613749206,0.382812679
853,Portugal,2021,5.929,58,Western Europe,6.183014393,10.42449665,0.894941688,71.25,0.892121136,-0.20941405,0.872229338,0.628748119,0.284006834
854,Portugal,2022,6.016,56,Western Europe,5.952542782,10.48707771,0.862344146,71.375,0.903218091,-0.137060419,0.892955482,0.638484597,0.316203803
855,Qatar,2015,6.611,28,,6.374529362,11.53245354,,66.40000153,,,,,
856,Romania,2013,5.033,90,Central and Eastern Europe,5.081584454,10.00325775,0.777552068,65.94000244,0.654542148,-0.132834226,0.95184356,0.540932298,0.32861948
857,Romania,2015,5.124,86,Central and Eastern Europe,5.777491093,10.0831995,0.786967337,66.30000305,0.795847714,-0.144942254,0.961650968,0.627088487,0.311574161
858,Romania,2016,5.528,71,Central and Eastern Europe,5.96887064,10.11711121,0.809229195,66.42500305,0.8217206,-0.117664419,0.949044526,0.607439756,0.257763505
859,Romania,2017,5.825,57,Central and Eastern Europe,6.089904785,10.20167065,0.811240137,66.55000305,0.838586688,-0.162952572,0.925658047,0.632110655,0.230836198
860,Romania,2018,5.945,52,Central and Eastern Europe,6.150878906,10.26608753,0.81793046,66.67500305,0.84515959,-0.221662477,0.921170175,0.648865998,0.298453927
861,Romania,2019,6.07,48,Central and Eastern Europe,6.129942417,10.30916405,0.841905951,66.80000305,0.84754318,-0.225549594,0.954130709,0.604940474,0.243659228
862,Romania,2020,6.124,47,Central and Eastern Europe,6.785142422,10.27720261,0.869008839,66.92500305,0.863305271,-0.158914402,0.91769141,0.667786896,0.25570637
863,Romania,2021,6.14,46,Central and Eastern Europe,6.548725605,10.33452034,0.834509134,67.05000305,0.870957971,-0.184267014,0.928280115,0.673982322,0.264397413
864,Romania,2022,6.477,28,Central and Eastern Europe,6.436973572,10.40412903,0.83033675,67.17500305,0.836366534,-0.171969727,0.941487908,0.615097582,0.258411855
865,Russia,2013,5.464,68,Commonwealth of Independent States,5.537177563,10.17855549,0.880856991,61.81999969,0.661185563,-0.29289645,0.933804512,0.592296541,0.179923758
866,Russia,2015,5.716,64,Commonwealth of Independent States,5.995538712,10.14596653,0.924363256,62.70000076,0.685454726,-0.174599618,0.913418293,0.609346032,0.130005926
867,Russia,2016,5.856,56,Commonwealth of Independent States,5.85494566,10.14606953,0.910927355,63.07500076,0.713606298,-0.184786379,0.925462723,0.586740851,0.142497227
